title,genre,release_year
Eiga Tamagotchi: Himitsu no Otodake Daisakusen!,"fantasy, children's, action, comedy, comedy-drama, slice of life",2017
Ek Haseena Thi Ek Deewana Tha,romance,2017
Enakku Vaaitha Adimaigal,comedy,2017
Eureka Seven: Hi-Evolution,"drama, mecha, sci-fi, adventure, spy",2017
"Everything, Everything","romance, drama",2017
Fairy Tail: Dragon Cry,"fantasy, action, drama, adventure, mystery, spy",2017
Faster Fene,"detective, thriller",2017
Fate/kaleid liner Prisma Illya: Oath Under Snow,"fantasy, drama, action, magical girl, science fantasy, spy",2017
Fate/stay night: Heaven's Feel Series,"horror, fantasy, action, magical girl, science fantasy, spy",2017
Father Figures,comedy,2017
Ferdinand,"animation, adventure, comedy, family",2017
Fidaa,romance,2017
Fifty Shades Darker,"drama, romance",2017
"Fireworks, Should We See It from the Side or the Bottom? and Raving Jeff’s Stronger Battle","drama, sci-fi, comedy, youth, slice of life",2017
First Kill,"thriller, action",2017
Fist Fight,comedy,2017
Free! -Take Your Marks!-,"drama, slice of life, sports (aquatics, swimming), comedy-drama",2017
Free! -Timeless Medley-,"drama, sports (aquatics, swimming), comedy-drama",2017
Fukrey Returns,comedy,2017
Fullmetal Alchemist,"historical, fantasy, adventure, action, science fantasy, superheroes",2017
G Kutta Se,drama,2017
"Gekijōban Haikara-san ga Tōru Zenpen ~Benio, Hana no 17-sai~","historical, drama, comedy-drama, romance, youth",2017
Genocidal Organ,"drama, action, sci-fi, spy",2017
Geostorm,"action, sci-fi, thriller",2017
Get Out,horror,2017
Ghost in the Shell,"action, adventure, crime, sci-fi",2017
Gifted,drama,2017
Gintama,"historical, chanbara, comedy, jidaigeki, tokusatsu, science fantasy",2017
Girls Trip,"romance, comedy",2017
Girls und Panzer das Finale,"drama, action, military, spy",2017
Godzilla: Planet of the Monsters,"drama, kaiju, mecha, space opera, sci-fi, action",2017
Golmaal Again,comedy,2017
Good Time,"crime, drama",2017
Goodbye Christopher Robin,"biographical, drama",2017
Goon: Last of the Enforcers,"comedy, sports",2017
Goutham Nanda,action,2017
Growing Up Smith,comedy,2017
Guardians of the Galaxy Vol. 2,"superhero, comedy, adventure, sci-fi",2017
Haikyū Third Season Movie,"drama, action, sports (volleyball)",2017
Happy Death Day,"horror, mystery, thriller",2017
Haruta & Chika,"drama, comedy-drama, musical, mystery",2017
Honnōji Hotel,"fantasy, drama, comedy, mystery",2017
Hostiles,western,2017
Hotel Mumbai,thriller,2017
Hounds of Love,crime,2017
How to Be a Latin Lover,comedy,2017
Hrudayantar,drama,2017
Hurricane Polymar,"action, sci-fi, comedy, spy, tokusatsu",2017
Hyouka,"drama, romance, youth, mystery",2017
I Don't Feel at Home in This World Anymore,"comedy, thriller",2017
"I, Tonya","biography, drama",2017
